transaction_id,user_id,date,merchant,amount,category_detail,category_primary,payment_method,payment_media
TXN006224,USR037,2024-11-11 07:23:35,Lion Air,1438500.0,travel,Wants,Cash,Cash
TXN006225,USR001,2024-12-10 09:17:20,Vidio,132500.0,entertainment,Wants,Cash,Cash
TXN006226,USR007,2023-10-28 18:24:55,Emina Cosmetics,470000.0,self_care,Wants,QRIS,Mandiri
TXN006227,USR049,2024-10-27 23:14:11,Coursera,348500.0,education,Wants,Transfer,OVO
TXN006228,USR058,2024-12-14 08:46:06,Emina Cosmetics,341500.0,self_care,Wants,Debit,BCA
TXN006229,USR031,2023-02-05 05:51:19,Mixue,31000.0,food,Needs,QRIS,Mandiri
TXN006230,USR061,2023-10-21 19:28:50,Citilink,192500.0,travel,Wants,Credit Card,BRI
TXN006231,USR044,2024-07-21 05:18:27,Blibli,1098500.0,shopping,Wants,Debit,BNI
TXN006232,USR072,2024-04-06 15:49:58,Total Parco,64000.0,transport,Needs,QRIS,DANA
TXN006233,USR072,2023-06-11 07:44:50,Ruangguru,489000.0,education,Wants,QRIS,OVO
TXN006234,USR007,2023-05-17 02:12:00,Janji Jiwa,35000.0,food,Needs,Debit,BTN
TXN006235,USR067,2024-08-08 11:58:52,Coursera,77000.0,education,Wants,QRIS,BRI
TXN006236,USR002,2024-10-11 04:21:54,WeTV,39500.0,entertainment,Wants,Transfer,Gopay
TXN006237,USR040,2023-08-04 07:57:25,Pertamina,34500.0,transport,Needs,Credit Card,BCA
TXN006238,USR032,2023-08-15 14:05:16,Steam,125000.0,entertainment,Wants,Credit Card,BRI
TXN006239,USR005,2024-06-08 19:38:22,Tokocrypto,452500.0,investment,Investment,QRIS,LinkAja
TXN006240,USR020,2024-09-25 06:44:23,Aston Hotel,547500.0,travel,Wants,Credit Card,Citibank
TXN006241,USR002,2024-06-01 02:00:33,Nasi Goreng Pak Nasir,37000.0,food,Needs,QRIS,OVO
TXN006242,USR048,2024-07-18 11:27:06,Disney+,118000.0,entertainment,Wants,Debit,Jenius
TXN006243,USR002,2023-04-01 13:55:21,Lotte Mart,200500.0,groceries,Needs,QRIS,Gopay
TXN006244,USR018,2023-08-06 22:08:39,Deposito BCA,1239000.0,investment,Investment,Credit Card,Mandiri
TXN006245,USR025,2023-03-18 18:08:44,iPot,535000.0,investment,Investment,Debit,BSI
TXN006246,USR049,2024-01-07 13:24:03,MyXL,229000.0,utilities,Needs,Cash,Cash
TXN006247,USR003,2024-10-11 08:33:55,MyXL,235000.0,utilities,Needs,Debit,CIMB Niaga
TXN006248,USR030,2024-09-22 15:23:48,Pepper Lunch,51500.0,food,Needs,Cash,Cash
TXN006249,USR005,2023-10-10 01:43:13,Stockbit,241500.0,investment,Investment,Transfer,BNI
TXN006250,USR005,2023-11-27 19:09:00,Airbnb,626500.0,travel,Wants,QRIS,BRI
TXN006251,USR070,2024-04-19 17:50:31,Prodia Lab,598500.0,health,Needs,Credit Card,BCA
TXN006252,USR066,2023-07-06 19:19:19,Innisfree,440000.0,self_care,Wants,Debit,CIMB Niaga
TXN006253,USR045,2023-07-23 20:35:02,Starbucks,84000.0,food,Needs,Cash,Cash
TXN006255,USR066,2023-06-25 02:27:39,Circle K,335000.0,groceries,Needs,Cash,Cash
TXN006256,USR001,2023-03-08 20:29:43,Watson,252000.0,health,Needs,Debit,CIMB Niaga
TXN006257,USR013,2023-05-23 03:27:17,Gojek,9500.0,transport,Needs,QRIS,Gopay
TXN006258,USR067,2023-01-18 13:06:54,RS Siloam,173500.0,health,Needs,Debit,BNI
TXN006259,USR063,2023-05-11 18:10:32,Superindo,280000.0,groceries,Needs,Debit,BCA
TXN006260,USR062,2024-04-17 21:31:11,Matahari,1119000.0,shopping,Wants,QRIS,BCA
TXN006261,USR041,2023-09-25 23:33:18,Shell,34000.0,transport,Needs,QRIS,Gopay
TXN006262,USR002,2024-07-07 14:51:22,Apple Music,16000.0,entertainment,Wants,Debit,BCA
TXN006263,USR041,2023-09-03 13:50:02,Coursera,417500.0,education,Wants,Credit Card,BRI
TXN006264,USR070,2023-01-19 02:20:32,Miniso,52000.0,shopping,Wants,Transfer,LinkAja
TXN006265,USR002,2024-12-05 09:38:13,Timezone,140500.0,entertainment,Wants,QRIS,BNI
TXN006266,USR029,2023-10-21 19:54:36,Starbucks,25000.0,food,Needs,Debit,Mandiri
TXN006267,USR009,2024-11-22 16:32:27,MRT Jakarta,13500.0,transport,Needs,QRIS,BRI
TXN006268,USR023,2023-09-29 19:38:45,Dicoding,379000.0,education,Wants,Credit Card,Citibank
TXN006269,USR014,2024-10-13 03:32:25,Nintendo eShop,123000.0,entertainment,Wants,Debit,BRI
TXN006270,USR007,2024-07-21 08:29:34,Zara,1029500.0,shopping,Wants,Credit Card,BCA
TXN006271,USR003,2024-12-12 12:14:38,Circle K,301000.0,groceries,Needs,Cash,Cash
TXN006272,USR042,2023-12-23 09:55:44,Garuda Indonesia,1678000.0,travel,Wants,Debit,Mandiri
TXN006273,USR061,2023-12-24 04:38:12,AirAsia,520000.0,travel,Wants,Transfer,DANA
TXN006275,USR063,2022-12-29 19:05:11,KRL Commuter,53000.0,transport,Needs,Credit Card,Citibank
TXN006276,USR015,2024-10-10 21:25:50,Guardian,249000.0,health,Needs,Debit,BRI
TXN006277,USR029,2024-05-22 00:34:45,Blue Bird,33500.0,transport,Needs,QRIS,BNI
TXN006278,USR013,2024-03-07 12:44:43,Pluang,367500.0,investment,Investment,Transfer,ShopeePay
TXN006279,USR024,2023-02-13 04:53:00,Ruangguru,433000.0,education,Wants,QRIS,BRI
TXN006280,USR006,2024-01-28 01:14:28,Tiket.com,1859000.0,travel,Wants,Transfer,BCA
TXN006281,USR041,2023-12-18 01:11:26,Giant,52000.0,groceries,Needs,Credit Card,CIMB Niaga
TXN006282,USR007,2023-08-27 12:12:47,Stockbit,999500.0,investment,Investment,Transfer,Gopay
TXN006283,USR060,2023-02-16 00:44:03,Pintu Crypto,217500.0,investment,Investment,Debit,BRI
TXN006284,USR008,2024-08-02 14:04:00,Bath & Body Works,378500.0,self_care,Wants,Debit,BSI
TXN006285,USR007,2023-05-19 16:30:09,MyPertamina,31000.0,transport,Needs,Cash,Cash
TXN006286,USR035,2024-08-11 19:46:04,MyXL,85000.0,utilities,Needs,Transfer,CIMB Niaga
TXN006287,USR051,2023-10-24 03:22:18,Tabungan BRI,1200500.0,investment,Investment,QRIS,LinkAja
TXN006288,USR033,2024-10-05 04:08:09,Guardian,558500.0,health,Needs,Debit,BNI
TXN006289,USR029,2023-03-22 20:28:21,LRT Jakarta,4000.0,transport,Needs,Credit Card,BCA
TXN006290,USR053,2024-12-26 11:00:27,Teh Tarik Poci,47000.0,food,Needs,QRIS,Gopay
TXN006293,USR009,2023-09-10 06:51:28,PLN Mobile,54000.0,utilities,Needs,Transfer,Gopay
TXN006294,USR044,2023-09-30 15:47:00,WeTV,164000.0,entertainment,Wants,Transfer,Jenius
TXN006295,USR025,2024-01-02 15:04:56,Parkir Mall,64000.0,transport,Needs,Transfer,CIMB Niaga
TXN006297,USR062,2023-05-12 04:56:09,PDAM,123500.0,utilities,Needs,Transfer,Mandiri
TXN006298,USR003,2024-02-28 12:28:46,Vivo Gas Station,36500.0,transport,Needs,Debit,BTN
TXN006299,USR060,2024-06-28 00:06:09,Luxcrime,57500.0,self_care,Wants,QRIS,BCA
TXN006300,USR023,2024-12-22 15:22:49,Stockbit,1088000.0,investment,Investment,Transfer,Gopay
TXN006301,USR061,2023-09-21 17:31:00,Superindo,250500.0,groceries,Needs,Debit,BNI
TXN006302,USR054,2024-01-04 10:42:59,KRL Commuter,18500.0,transport,Needs,Debit,BNI
TXN006303,USR003,2024-11-20 22:42:13,Gong Cha,46000.0,food,Needs,QRIS,Gopay
TXN006304,USR069,2023-01-09 17:38:17,Ruangguru,260500.0,education,Wants,Debit,Mandiri
TXN006305,USR035,2023-05-03 13:00:49,Dicoding,423000.0,education,Wants,Transfer,BSI
TXN006306,USR004,2023-08-24 03:21:43,KRL Commuter,50000.0,transport,Needs,QRIS,Mandiri
TXN006307,USR012,2024-09-28 14:17:17,Halodoc,187000.0,health,Needs,QRIS,BNI
TXN006308,USR040,2024-09-24 09:49:00,WeTV,150000.0,entertainment,Wants,Transfer,CIMB Niaga
TXN006309,USR020,2024-10-06 03:26:24,Watson,458000.0,health,Needs,Debit,BRI
TXN006310,USR042,2024-04-01 01:24:26,Maxim,54000.0,transport,Needs,QRIS,LinkAja
TXN006311,USR040,2023-06-28 18:34:53,Spotify,61000.0,entertainment,Wants,QRIS,OVO
TXN006312,USR024,2024-05-21 17:57:19,PLN Mobile,17000.0,utilities,Needs,Credit Card,BNI
TXN006313,USR073,2024-07-07 00:46:04,Halodoc,545000.0,health,Needs,Transfer,BRI
TXN006314,USR039,2023-05-12 00:21:09,Carrefour,322000.0,groceries,Needs,Debit,Jenius
TXN006315,USR070,2023-01-21 00:29:42,Zara,395500.0,shopping,Wants,QRIS,Mandiri
TXN006316,USR030,2023-12-19 21:29:06,MyXL,162500.0,utilities,Needs,Transfer,ShopeePay
TXN006317,USR026,2023-09-10 05:23:25,H&M,259500.0,shopping,Wants,Credit Card,Standard Chartered
TXN006319,USR017,2024-10-04 09:19:39,Dominos Pizza,13000.0,food,Needs,Debit,Mandiri
TXN006320,USR070,2024-10-08 09:05:23,Ranch Market,52000.0,groceries,Needs,Debit,BCA
TXN006321,USR046,2023-10-04 16:31:02,Tokopedia,1095000.0,shopping,Wants,Debit,BRI
TXN006322,USR064,2024-06-17 03:12:33,Cinepolis,177500.0,entertainment,Wants,QRIS,Mandiri
TXN006323,USR037,2024-09-04 12:16:10,Mobile Legends,192500.0,entertainment,Wants,Credit Card,CIMB Niaga
TXN006324,USR030,2024-11-09 02:09:08,Farmers Market,265500.0,groceries,Needs,QRIS,BNI
TXN006325,USR065,2024-07-13 04:59:05,Roblox,157500.0,entertainment,Wants,QRIS,DANA
TXN006326,USR027,2023-02-21 16:52:14,Zalora,619000.0,shopping,Wants,QRIS,ShopeePay
TXN006327,USR052,2024-09-26 04:28:03,Apotek K24,66000.0,health,Needs,Transfer,DANA
TXN006328,USR005,2024-08-15 15:27:47,Subway,33500.0,food,Needs,Cash,Cash
TXN006329,USR027,2024-11-22 01:29:24,Teh Tarik Poci,10500.0,food,Needs,Transfer,BSI
TXN006330,USR017,2023-07-05 15:00:21,Citilink,2177000.0,travel,Wants,Credit Card,BRI
TXN006331,USR004,2023-11-23 09:02:16,Zenius,378500.0,education,Wants,Transfer,Mandiri
TXN006332,USR022,2024-06-17 17:35:00,Tiket.com,603000.0,travel,Wants,Transfer,ShopeePay
TXN006333,USR055,2024-03-14 10:33:28,PlayStation Store,120000.0,entertainment,Wants,QRIS,Mandiri
TXN006335,USR002,2023-12-28 22:37:22,Hokben,33000.0,food,Needs,Debit,Mandiri
TXN006336,USR057,2024-05-22 23:34:21,MyPertamina,64500.0,transport,Needs,Transfer,BSI
TXN006337,USR013,2023-01-23 00:37:35,YouTube Premium,124000.0,entertainment,Wants,Credit Card,Citibank
TXN006338,USR026,2023-04-18 15:53:55,Ranch Market,147000.0,groceries,Needs,Transfer,Jenius
TXN006339,USR046,2023-05-02 08:59:15,Damri,29000.0,transport,Needs,Credit Card,Citibank
TXN006341,USR072,2024-10-23 04:29:13,Watson,97000.0,health,Needs,QRIS,ShopeePay
TXN006342,USR023,2024-01-30 10:31:46,KAI Kereta Api,607000.0,travel,Wants,Credit Card,CIMB Niaga
TXN006344,USR011,2024-10-15 04:16:40,Kimia Farma,237500.0,health,Needs,Credit Card,CIMB Niaga
TXN006345,USR060,2023-08-29 14:16:00,inDrive,44500.0,transport,Needs,QRIS,ShopeePay
TXN006346,USR039,2023-09-26 04:28:27,Figma,267000.0,education,Wants,Debit,CIMB Niaga
TXN006347,USR028,2024-10-24 09:44:24,Shell,56500.0,transport,Needs,Cash,Cash
TXN006348,USR013,2024-08-02 23:29:57,Damri,25000.0,transport,Needs,QRIS,DANA
TXN006349,USR030,2024-11-18 23:52:59,Circle K,31000.0,groceries,Needs,Transfer,BNI
TXN006350,USR052,2024-05-28 02:24:56,Biznet,19500.0,utilities,Needs,QRIS,DANA
TXN006351,USR073,2024-04-14 05:54:02,Ruangguru,279000.0,education,Wants,Credit Card,Citibank
TXN006352,USR013,2023-01-12 16:37:40,Udemy,58000.0,education,Wants,Transfer,ShopeePay
TXN006353,USR034,2023-03-11 14:26:10,Alfamidi,94000.0,groceries,Needs,QRIS,ShopeePay
TXN006354,USR036,2023-03-17 01:01:39,Garuda Indonesia,2377500.0,travel,Wants,Credit Card,Standard Chartered
TXN006355,USR067,2024-04-13 22:27:40,Innisfree,105000.0,self_care,Wants,Cash,Cash
TXN006356,USR032,2024-10-13 04:23:50,Gong Cha,104000.0,food,Needs,QRIS,OVO
TXN006357,USR049,2024-03-27 23:58:03,Warung,20500.0,food,Needs,Cash,Cash
TXN006358,USR001,2023-03-04 18:12:42,Klinik Pratama,357000.0,health,Needs,Transfer,LinkAja
TXN006359,USR004,2024-02-28 22:30:34,YouTube Premium,193000.0,entertainment,Wants,QRIS,Gopay
TXN006360,USR010,2024-09-05 14:09:26,Zenius,309500.0,education,Wants,Transfer,Mandiri
TXN006361,USR002,2023-03-10 09:30:32,Celebrity Fitness,576000.0,health,Needs,Credit Card,CIMB Niaga
TXN006362,USR047,2024-04-09 06:35:03,PDAM,31500.0,utilities,Needs,QRIS,OVO
TXN006363,USR044,2023-06-15 09:07:51,Spotify,45000.0,entertainment,Wants,QRIS,Mandiri
TXN006364,USR015,2024-01-24 23:27:54,Celebrity Fitness,459500.0,health,Needs,Transfer,Jenius
TXN006365,USR011,2023-05-11 07:55:25,H&M,441000.0,shopping,Wants,Credit Card,Standard Chartered
TXN006366,USR002,2024-05-04 12:46:21,Timezone,171500.0,entertainment,Wants,Credit Card,BNI
TXN006367,USR046,2023-06-08 01:20:11,Sport Station,360500.0,shopping,Wants,Transfer,Mandiri
TXN006368,USR021,2024-09-19 17:45:22,Halodoc,595500.0,health,Needs,Debit,BRI
TXN006369,USR056,2024-09-29 10:52:26,Free Fire,103000.0,entertainment,Wants,Transfer,BSI
TXN006370,USR012,2024-08-30 05:53:51,Luxcrime,435500.0,self_care,Wants,QRIS,BCA
TXN006371,USR039,2023-01-06 01:39:35,McDonalds,43500.0,food,Needs,Debit,CIMB Niaga
TXN006372,USR021,2023-12-14 12:53:29,Miniso,788500.0,shopping,Wants,Transfer,Mandiri
TXN006373,USR011,2023-07-02 13:18:28,Cult Fitness,326500.0,health,Needs,QRIS,BCA
TXN006374,USR020,2023-12-27 03:47:06,Airbnb,1806500.0,travel,Wants,Credit Card,Mandiri
TXN006375,USR043,2023-12-12 04:55:20,The Body Shop,222000.0,self_care,Wants,Cash,Cash
TXN006376,USR013,2023-09-28 23:21:00,Smartfren,380500.0,utilities,Needs,Cash,Cash
TXN006377,USR042,2023-11-29 02:08:18,Alfamidi,111500.0,groceries,Needs,Credit Card,Standard Chartered
TXN006378,USR027,2024-04-24 00:42:00,Aston Hotel,96500.0,travel,Wants,Transfer,BRI
TXN006379,USR018,2023-04-07 21:04:19,Kimia Farma,407000.0,health,Needs,Debit,BNI
TXN006380,USR066,2024-07-25 16:06:14,Google One Storage,113500.0,education,Wants,Transfer,Gopay
TXN006381,USR052,2023-07-24 03:35:13,Spotify,72500.0,entertainment,Wants,QRIS,BRI
TXN006382,USR030,2024-12-02 17:11:10,MyXL,346000.0,shopping,Wants,Transfer,BNI
TXN006384,USR040,2024-04-07 08:20:20,Free Fire,43000.0,entertainment,Wants,Transfer,BSI
TXN006385,USR058,2024-11-07 14:48:57,KRL Commuter,31000.0,transport,Needs,QRIS,BRI
TXN006386,USR017,2024-12-26 22:51:04,MyPertamina,16000.0,transport,Needs,QRIS,Mandiri
TXN006387,USR051,2024-07-01 09:07:27,Parkir Mall,13000.0,transport,Needs,QRIS,DANA
TXN006388,USR017,2024-12-18 18:29:07,XXI Cinema,67500.0,entertainment,Wants,Transfer,BRI
TXN006389,USR042,2023-11-18 10:53:00,Kimia Farma,443500.0,health,Needs,Credit Card,CIMB Niaga
TXN006390,USR011,2023-11-19 21:39:27,Hokben,117000.0,food,Needs,Debit,BRI
TXN006391,USR004,2023-02-17 01:45:34,Tokocrypto,331000.0,investment,Investment,Transfer,DANA
TXN006392,USR004,2023-05-17 01:48:02,Bibit,1931500.0,investment,Investment,Debit,CIMB Niaga
TXN006393,USR053,2023-12-11 21:59:59,Dominos Pizza,92500.0,food,Needs,QRIS,Mandiri
TXN006394,USR003,2024-11-22 22:30:40,Emina Cosmetics,15000.0,self_care,Wants,Credit Card,Standard Chartered
TXN006395,USR069,2023-08-16 16:05:49,Nike,641000.0,shopping,Wants,Transfer,LinkAja
TXN006396,USR043,2023-09-15 10:16:00,PLN Mobile,24500.0,utilities,Needs,Debit,CIMB Niaga
TXN006397,USR045,2024-03-05 02:37:53,Sociolla,278500.0,self_care,Wants,Cash,Cash
TXN006398,USR062,2024-10-15 03:41:41,Zenius,155000.0,education,Wants,Transfer,BRI
TXN006399,USR042,2024-06-29 00:38:35,Carrefour,114500.0,groceries,Needs,QRIS,BNI
TXN006400,USR073,2024-06-08 02:53:44,Total Parco,32500.0,transport,Needs,Transfer,OVO
TXN006401,USR030,2024-11-07 12:08:16,TikTok Shop,184500.0,shopping,Wants,Transfer,CIMB Niaga
TXN006402,USR024,2023-04-17 17:41:07,Biznet,60500.0,utilities,Needs,Debit,BTN
TXN006403,USR001,2024-01-16 17:03:28,Bakmi GM,77500.0,food,Needs,Transfer,BRI
TXN006404,USR044,2024-07-17 02:11:51,Watson,324000.0,health,Needs,Credit Card,CIMB Niaga
TXN006405,USR014,2024-12-31 20:53:45,Timezone,186000.0,entertainment,Wants,QRIS,DANA
TXN006406,USR011,2024-05-04 09:02:23,Bakmi GM,120000.0,food,Needs,Debit,Mandiri
TXN006407,USR073,2024-12-20 03:57:05,A&W,61000.0,food,Needs,QRIS,BCA
TXN006408,USR039,2024-03-14 06:28:00,Gong Cha,21500.0,food,Needs,QRIS,BRI
TXN006409,USR030,2023-04-28 13:44:29,Vidio,83000.0,entertainment,Wants,QRIS,Gopay
TXN006410,USR042,2024-05-15 16:36:39,Ranch Market,120500.0,groceries,Needs,Cash,Cash
TXN006412,USR075,2023-06-02 02:41:58,The Body Shop,65500.0,self_care,Wants,QRIS,OVO
TXN006413,USR017,2024-09-04 12:48:29,Innisfree,432000.0,self_care,Wants,Credit Card,BCA
TXN006414,USR014,2024-02-24 02:22:40,Deposito BCA,1624500.0,investment,Investment,Credit Card,BCA
TXN006415,USR007,2023-10-18 11:44:27,Alodokter,269000.0,health,Needs,Cash,Cash
TXN006416,USR003,2023-04-08 23:41:39,Smartfren,170000.0,utilities,Needs,QRIS,Mandiri
TXN006417,USR030,2023-02-19 12:28:29,Citilink,1995000.0,travel,Wants,Credit Card,BCA
TXN006418,USR032,2023-10-23 17:45:17,Circle K,232500.0,groceries,Needs,Transfer,BCA
TXN006420,USR040,2023-11-25 09:49:48,Ranch Market,67500.0,groceries,Needs,Cash,Cash
TXN006421,USR005,2023-10-03 18:37:06,Mumuso,294000.0,shopping,Wants,QRIS,Gopay
TXN006422,USR018,2023-09-11 14:09:00,Bakso,10000.0,food,Needs,QRIS,BRI
TXN006423,USR019,2023-02-10 23:24:12,Bath & Body Works,21000.0,self_care,Wants,Debit,Jenius
TXN006424,USR014,2023-04-24 00:37:22,MyXL,99000.0,utilities,Needs,Transfer,Gopay
TXN006425,USR022,2023-10-21 01:06:40,KAI Kereta Api,2090500.0,travel,Wants,Transfer,BRI
TXN006426,USR070,2024-05-22 03:11:46,Shopee,88500.0,shopping,Wants,QRIS,BCA
TXN006427,USR031,2023-06-24 14:17:12,MyTelkomsel,209500.0,utilities,Needs,QRIS,BNI
TXN006428,USR004,2024-07-31 23:37:00,Skintific,77000.0,self_care,Wants,Credit Card,BNI
TXN006429,USR047,2023-12-14 14:10:13,Gojek,26000.0,transport,Needs,Cash,Cash
TXN006430,USR029,2024-12-23 02:24:05,BPJS Kesehatan,338000.0,utilities,Needs,Transfer,CIMB Niaga
TXN006431,USR004,2023-12-06 03:47:59,Tokopedia,1174500.0,shopping,Wants,Debit,Jenius
TXN006433,USR005,2024-08-29 05:09:19,Genshin Impact,34000.0,entertainment,Wants,Debit,BTN
TXN006434,USR056,2023-03-18 08:25:14,Shell,69500.0,transport,Needs,Transfer,OVO
TXN006435,USR032,2023-05-03 16:28:24,Cotton On,105000.0,shopping,Wants,Debit,CIMB Niaga
TXN006436,USR002,2024-06-12 06:46:08,Fit Hub,355500.0,health,Needs,Debit,BNI
TXN006438,USR023,2023-03-26 15:16:08,Circle K,164000.0,groceries,Needs,QRIS,LinkAja
TXN006439,USR050,2024-09-12 10:38:05,Adobe Creative Cloud,311500.0,education,Wants,Transfer,ShopeePay
TXN006440,USR020,2024-07-10 23:03:02,Zalora,705500.0,shopping,Wants,Credit Card,BCA
TXN006441,USR048,2024-10-21 09:58:27,Zara,918500.0,shopping,Wants,QRIS,Mandiri
TXN006442,USR057,2023-11-17 00:56:49,Nintendo eShop,142500.0,entertainment,Wants,Transfer,BRI
TXN006443,USR037,2023-11-16 13:16:27,Aston Hotel,1862500.0,travel,Wants,QRIS,ShopeePay
TXN006444,USR043,2023-01-06 04:27:20,Barbershop,197000.0,self_care,Wants,Cash,Cash
TXN006445,USR023,2023-06-03 21:56:03,Indomaret,282500.0,groceries,Needs,QRIS,BCA
TXN006446,USR016,2024-08-29 13:32:49,Vidio,146000.0,entertainment,Wants,QRIS,Gopay
TXN006447,USR073,2024-12-20 09:01:01,Valorant,185500.0,entertainment,Wants,QRIS,Gopay
TXN006448,USR015,2024-04-18 04:22:00,Halodoc,179500.0,health,Needs,QRIS,LinkAja
TXN006449,USR043,2023-02-19 01:54:38,Bibit,1774000.0,investment,Investment,Transfer,BRI
TXN006450,USR036,2023-05-15 23:22:27,Microsoft 365,344500.0,education,Wants,Credit Card,Mandiri
TXN006451,USR038,2024-12-16 10:30:51,Google One Storage,101500.0,education,Wants,Transfer,BNI
TXN006452,USR044,2023-03-06 07:51:24,MyXL,378000.0,utilities,Needs,QRIS,DANA
TXN006453,USR018,2023-08-13 12:02:25,BPJS Kesehatan,146000.0,utilities,Needs,Transfer,ShopeePay
TXN006454,USR065,2023-07-15 06:59:00,Alfamidi,276000.0,groceries,Needs,Debit,Mandiri
TXN006455,USR072,2024-11-21 15:54:34,Vans,32000.0,shopping,Wants,QRIS,BCA
TXN006456,USR072,2024-01-10 04:24:24,Adobe Creative Cloud,329000.0,education,Wants,Credit Card,BRI
TXN006457,USR028,2023-11-17 08:59:00,Giant,77500.0,groceries,Needs,Credit Card,BNI
TXN006458,USR068,2024-10-16 06:34:03,Sport Station,381500.0,shopping,Wants,QRIS,BRI
TXN006459,USR060,2023-10-18 00:10:30,Citilink,1870500.0,travel,Wants,Transfer,LinkAja
TXN006460,USR056,2024-06-07 02:05:36,MRT Jakarta,36000.0,transport,Needs,QRIS,OVO
TXN006461,USR013,2024-03-03 21:05:58,Biznet,385500.0,utilities,Needs,Transfer,ShopeePay
TXN006462,USR038,2024-01-23 03:31:23,BPJS Kesehatan,370000.0,utilities,Needs,Transfer,BRI
TXN006463,USR064,2024-11-12 12:13:09,Shell,54000.0,transport,Needs,Cash,Cash
TXN006464,USR037,2023-06-19 04:42:06,Farmers Market,217000.0,groceries,Needs,Credit Card,Citibank
TXN006465,USR029,2023-11-17 14:20:57,First Media,19500.0,utilities,Needs,Debit,BTN
TXN006466,USR059,2024-04-06 09:43:08,MyTelkomsel,170000.0,utilities,Needs,Debit,Mandiri
TXN006467,USR043,2023-12-01 05:19:42,Uniqlo,578500.0,shopping,Wants,Credit Card,BNI
TXN006468,USR051,2024-09-22 00:46:57,Ranch Market,141500.0,groceries,Needs,QRIS,DANA
TXN006469,USR068,2023-07-26 02:08:40,Tokocrypto,1442000.0,investment,Investment,QRIS,Mandiri
TXN006470,USR023,2023-12-12 00:45:06,Pluang,622000.0,investment,Investment,Transfer,ShopeePay
TXN006471,USR049,2023-03-07 07:19:00,Pull & Bear,260000.0,shopping,Wants,Credit Card,BNI
TXN006472,USR009,2023-10-30 22:30:25,RS Siloam,122500.0,health,Needs,QRIS,BNI
TXN006473,USR036,2023-09-06 10:42:05,Alfamart,287000.0,groceries,Needs,Debit,CIMB Niaga
TXN006474,USR010,2023-04-29 06:53:25,Prodia Lab,273000.0,health,Needs,Debit,BNI
TXN006475,USR059,2024-09-16 05:18:28,Grab,58500.0,transport,Needs,Debit,Jenius
TXN006476,USR004,2023-02-19 09:26:00,Ruangguru,195500.0,education,Wants,Debit,Mandiri
TXN006477,USR014,2023-08-25 07:21:30,Biznet,47000.0,utilities,Needs,Debit,BSI
TXN006478,USR059,2023-07-28 22:07:33,Bibit,1793000.0,investment,Investment,QRIS,Mandiri
TXN006479,USR031,2023-12-30 12:25:24,Xbox Game Pass,25000.0,entertainment,Wants,Transfer,Mandiri
TXN006480,USR065,2024-12-21 04:33:31,Traveloka,1865500.0,travel,Wants,Credit Card,BRI
TXN006481,USR011,2023-01-22 09:21:41,Apotek K24,571500.0,health,Needs,Debit,BSI
TXN006482,USR004,2024-02-14 10:56:32,Adobe Creative Cloud,418500.0,education,Wants,Transfer,OVO
TXN006483,USR009,2024-11-06 01:21:12,Guardian,251000.0,health,Needs,Cash,Cash
TXN006484,USR045,2024-01-09 09:52:12,Ruangguru,140500.0,education,Wants,QRIS,BNI
TXN006485,USR019,2024-06-03 13:04:38,Tiket.com,1295000.0,travel,Wants,Debit,BSI
TXN006486,USR016,2023-05-06 22:14:34,H&M,93000.0,shopping,Wants,QRIS,BNI
TXN006487,USR007,2024-03-21 22:20:54,Skill Academy,25000.0,education,Wants,Credit Card,BNI
TXN006488,USR070,2024-02-27 04:07:48,FamilyMart,157500.0,groceries,Needs,Debit,BSI
TXN006489,USR007,2024-06-18 14:10:51,Biznet,238500.0,utilities,Needs,QRIS,ShopeePay
TXN006490,USR032,2024-04-26 10:59:53,Subway,96000.0,food,Needs,QRIS,ShopeePay
TXN006491,USR007,2023-10-25 21:09:51,Alfamart,49500.0,groceries,Needs,QRIS,Gopay
TXN006492,USR026,2024-08-02 19:10:49,Canva Pro,478500.0,education,Wants,Debit,Jenius
TXN006493,USR021,2024-02-27 23:09:32,Deposito BCA,1317000.0,investment,Investment,Transfer,BCA
TXN006494,USR015,2023-09-05 02:34:31,Figma,356000.0,education,Wants,QRIS,BNI
TXN006495,USR011,2024-10-13 14:02:18,H&M,751000.0,shopping,Wants,Debit,BCA
TXN006496,USR075,2023-08-29 08:05:42,Traveloka,1550500.0,travel,Wants,Credit Card,Standard Chartered
TXN006497,USR033,2023-07-21 23:12:42,Pertamina,4500.0,transport,Needs,Cash,Cash
TXN006498,USR010,2023-07-26 19:48:09,Waxing Center,260500.0,self_care,Wants,QRIS,Mandiri
TXN006499,USR070,2024-03-24 10:29:31,Dominos Pizza,48500.0,food,Needs,QRIS,ShopeePay
TXN006500,USR057,2024-11-20 23:44:03,Indomaret,344000.0,groceries,Needs,Debit,Mandiri
TXN006501,USR006,2024-10-21 04:19:22,PLN Mobile,343500.0,utilities,Needs,Transfer,CIMB Niaga
TXN006502,USR040,2024-06-11 12:41:29,Lawson,223500.0,groceries,Needs,Cash,Cash
TXN006503,USR066,2023-07-15 14:32:44,iPot,1300000.0,investment,Investment,QRIS,BNI
TXN006504,USR028,2023-03-05 13:09:05,Pertamina,67500.0,transport,Needs,QRIS,BRI
TXN006505,USR030,2023-10-11 11:41:50,Timezone,194000.0,entertainment,Wants,QRIS,Mandiri
TXN006506,USR058,2023-09-21 19:40:55,Uniqlo,58000.0,shopping,Wants,Credit Card,BNI
